H,,RL,0C7C3FBEC04B491E946EB325DB8374DA,,0.00,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,, 
D,ret-hd,ret-hd,-,Shipping,1,0.00,0.00,,,,0,,0
D,ret-tax,ret-tax,-,Tax,1,0.00,0.00,,,,0,,0
